CustomerId,Surname,CreditScore,Geography,Gender,Age,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,baseDate,accountOpeningDate
15718057,Onyinyechukwuka,760,France,Female,51,100946.71,1,0,0,,1,2/1/2026,8/19/2023
15766289,Dickinson,751,France,Male,47,142669.93,2,1,0,162760.96,0,2/1/2026,8/30/2020
15806837,Nnaife,669,France,Male,37,0,1,1,0,132540.33,0,2/1/2026,1/23/2022
15752508,Docherty,614,Germany,Male,32,99462.8,2,1,1,51117.06,0,2/1/2026,2/6/2018
15596939,Calabresi,659,Germany,Male,36,132578.92,2,1,0,84320.94,0,2/1/2026,9/22/2021
15794560,Maclean,550,France,Male,57,0,1,1,1,133501.94,0,2/1/2026,9/12/2020
15787699,Burke,650,Germany,Male,34,142393.11,1,1,1,11276.48,0,2/1/2026,1/22/2022
15686137,Barry,456,Spain,Male,32,147506.25,1,1,1,135399.21,0,2/1/2026,1/24/2017
15628303,Thurgood,738,Spain,Male,35,0,1,1,1,15650.73,0,2/1/2026,9/8/2022
15745295,Gether,727,Spain,Female,31,0,1,1,0,121751.04,1,2/1/2026,10/21/2025
15773792,Evans,662,France,Female,32,133950.37,1,1,1,48725.68,1,2/1/2026,1/15/2022
15779390,Theus,850,Spain,Female,31,91292.7,1,1,1,162149.07,0,2/1/2026,1/3/2022
15698839,Okwudilichukwu,460,Germany,Male,46,127559.97,2,1,1,126952.5,0,2/1/2026,11/9/2021
15813916,Kudryashova,622,France,Female,31,89688.94,1,1,1,152305.47,0,2/1/2026,6/28/2024
15697095,Zetticci,705,Spain,Male,46,0,2,1,0,,0,2/1/2026,7/2/2018
15641250,Calabresi,794,Spain,Male,38,179581.31,1,1,0,23596.24,0,2/1/2026,5/27/2016
15730868,Marshall,747,France,Male,41,0,2,1,1,22750.17,0,2/1/2026,11/9/2020
15746749,Fleming,681,Spain,Female,32,0,2,1,1,59679.9,0,2/1/2026,8/29/2022
15775562,Shoobridge,538,France,Female,33,0,2,1,0,126962.41,0,2/1/2026,10/27/2020
15808582,Fu,665,France,Female,40,0,1,1,1,161848.03,0,2/1/2026,10/5/2019
15787470,Parkinson,553,Spain,Male,47,116528.15,1,0,0,145704.19,1,2/1/2026,5/5/2022
15657386,Fiorentini,712,Germany,Male,43,141749.74,2,0,1,90905.26,0,2/1/2026,10/9/2024
15633419,Brooks,622,Germany,Female,28,143124.63,2,1,0,81723.8,0,2/1/2026,12/4/2024
15626385,George,714,Spain,Female,33,103121.33,2,1,1,49672.01,0,2/1/2026,12/21/2015
15612109,Speth,819,France,Male,38,122334.26,2,1,1,181507.44,0,2/1/2026,3/13/2016
15704769,Smith,585,France,Female,67,113978.97,2,0,1,93146.11,0,2/1/2026,11/15/2020
15578186,Pirozzi,486,Germany,Male,37,115217.99,2,1,0,144995.33,0,2/1/2026,3/7/2016
15569178,Kharlamov,570,France,Female,18,82767.42,1,1,0,71811.9,0,2/1/2026,9/4/2021
15751336,Yao,630,Spain,Male,30,0,2,0,1,10486.69,0,2/1/2026,1/5/2023
15769818,Moore,850,France,Female,37,212778.2,1,0,1,69372.88,0,2/1/2026,3/2/2022
15813144,Osborne,554,France,Female,26,92606.86,2,1,0,192709.69,0,2/1/2026,4/12/2018
15758372,Wallace,674,France,Male,18,0,2,1,1,55753.12,1,2/1/2026,3/31/2018
15765311,Zhirov,642,Spain,Male,34,0,1,1,0,72085.1,0,2/1/2026,1/15/2018
15582180,Lees,561,France,Male,29,120268.13,1,1,1,173870.39,0,2/1/2026,11/1/2016
15730339,Bell,670,Spain,Male,30,133446.34,1,0,0,3154.95,0,2/1/2026,8/24/2022
15737748,McWilliam,534,Spain,Female,33,151233.62,1,0,0,199336.63,0,2/1/2026,9/1/2022
15678385,Lange,465,France,Male,25,78247.31,2,1,1,10472.31,0,2/1/2026,1/11/2024
15673342,K'ung,703,France,Male,36,0,2,1,0,108790.95,0,2/1/2026,7/17/2023
15715707,Light,657,France,Male,32,118829.03,2,1,1,73127.61,0,2/1/2026,3/17/2022
15726490,Kirby,782,Spain,Male,52,0,1,1,1,52759.82,1,2/1/2026,9/5/2021
15662294,Bennett,710,France,Male,33,118327.17,2,1,1,192928.82,0,2/1/2026,6/6/2015
15787835,Simpson,775,Germany,Female,38,125212.65,2,1,1,15795.88,1,2/1/2026,4/30/2021
15667046,Tseng,694,Spain,Male,38,121527.4,1,1,0,113481.02,0,2/1/2026,4/2/2018
15582492,Moore,535,France,Female,29,112367.34,1,1,0,185630.76,0,2/1/2026,12/28/2023
15724282,Tsao,540,Germany,Male,44,164113.04,2,1,1,,0,2/1/2026,7/29/2022
15752488,Emery,733,Spain,Female,31,102289.85,1,1,1,115441.66,0,2/1/2026,4/25/2016
15732020,Rutherford,610,Germany,Male,57,106938.11,2,0,1,186612.47,0,2/1/2026,5/21/2019
15640280,Cameron,850,France,Male,39,127771.35,2,0,1,151738.54,0,2/1/2026,9/27/2021
15746902,Belstead,793,Spain,Male,38,0,2,1,0,88225.02,0,2/1/2026,2/18/2016
15698028,Duncan,506,France,Female,41,0,2,1,0,31766.3,0,2/1/2026,5/31/2024
15592583,Colman,731,France,Female,47,115414.19,3,0,0,191734.67,1,2/1/2026,8/21/2024
15691483,Chin,549,,Female,25,0,2,0,0,190857.79,0,2/1/2026,8/25/2020
15624391,Thomson,595,Spain,Female,30,100683.54,1,1,1,178361.04,0,2/1/2026,2/4/2020
15650889,Golubev,710,Germany,Female,30,133537.1,2,1,0,155593.74,0,2/1/2026,9/11/2015
15770498,Parker,798,France,Female,37,111723.08,1,1,1,83478.12,0,2/1/2026,5/31/2021
15596552,Stephens,535,Germany,Male,48,134542.73,1,1,1,58203.67,1,2/1/2026,3/19/2020
15624781,Mbanefo,672,France,Female,34,142151.75,2,1,1,168753.34,0,2/1/2026,4/21/2024
15650933,Ma,490,Spain,Female,48,155413.06,1,1,0,187921.3,0,2/1/2026,8/11/2017
15607827,Nebechukwu,711,Germany,Male,34,133467.77,2,1,1,42976.64,0,2/1/2026,10/31/2021
15646372,Outhwaite,616,France,Female,66,135842.41,1,1,0,183840.51,1,2/1/2026,2/28/2024
15799515,Wei,652,France,Female,48,133297.24,1,1,0,77764.37,0,2/1/2026,2/10/2017
15645544,Nekrasov,642,Germany,Female,30,129753.69,1,1,0,582.53,0,2/1/2026,12/5/2020
15720702,Shih,789,France,Male,37,0,1,1,0,121883.87,1,2/1/2026,7/10/2022
15595039,Manna,545,Germany,Female,37,114754.08,1,1,0,136050.44,1,2/1/2026,10/14/2017
15566594,McKenzie,709,,Male,23,0,2,0,0,129590.18,0,2/1/2026,10/28/2015
15773972,Balashov,614,France,Male,50,137104.47,1,1,0,127166.49,1,2/1/2026,5/30/2021
15716186,Richardson,586,,Female,38,0,2,1,0,87168.46,0,2/1/2026,12/9/2023
15670080,Mackenzie,584,Germany,Female,29,105204.01,1,0,1,138490.03,0,2/1/2026,10/18/2018
15748936,Whitehead,709,Spain,Female,45,0,2,0,1,162922.65,0,2/1/2026,8/4/2023
15600992,Madukaego,652,France,Male,36,0,2,1,1,151314.98,0,2/1/2026,11/22/2024
15744614,Feng,541,France,Male,37,118636.92,1,1,1,73551.44,0,2/1/2026,9/22/2016
15788126,Evans,689,Spain,Female,38,121021.05,1,1,1,12182.15,0,2/1/2026,11/1/2019
15785782,Ugonna,513,Spain,Male,48,0,1,1,1,114709.13,1,2/1/2026,6/7/2023
15755825,McGuirk,666,France,Male,39,0,2,1,0,102999.33,0,2/1/2026,11/18/2015
15641850,Pethard,717,France,Male,40,98241.04,1,1,0,110887.14,0,2/1/2026,2/23/2025
15584930,Grimmett,726,Germany,Male,30,111375.32,2,1,0,2704.09,0,2/1/2026,11/16/2020
15714227,Kelly,672,France,Female,53,0,1,1,1,136910.18,0,2/1/2026,5/17/2018
15769169,Trentino,645,France,Male,41,0,1,0,1,28667.56,0,2/1/2026,2/27/2018
15810845,T'ang,636,,Male,42,0,2,1,1,55470.78,0,2/1/2026,1/21/2024
15679145,Chou,706,Spain,Male,57,0,1,1,0,17941.16,1,2/1/2026,1/10/2019
15701109,Andreyev,663,France,Female,37,0,1,1,1,185210.63,0,2/1/2026,6/15/2018
15667938,Hurst,628,France,Male,32,149136.31,2,1,1,16402.11,0,2/1/2026,2/21/2016
15762268,Hancock,666,France,Female,41,141162.08,1,1,0,50908.48,0,2/1/2026,9/26/2015
15727688,Chizuoke,555,Spain,Male,32,0,2,1,1,54405.79,0,2/1/2026,1/18/2022
15599251,Chung,602,Germany,Male,32,184715.86,2,1,0,113781.99,0,2/1/2026,6/25/2018
15691625,Ko,537,Germany,Female,41,138306.34,1,1,0,,0,2/1/2026,4/30/2022
15664772,Greece,489,Germany,Male,28,79460.98,2,1,1,167973.63,0,2/1/2026,12/26/2024
15780140,Bellucci,435,Germany,Male,32,57017.06,2,1,1,5907.11,0,2/1/2026,7/9/2023
15659098,Toscano,669,France,Male,30,95128.86,1,0,0,19799.26,0,2/1/2026,12/28/2018
15634974,Seppelt,614,France,Female,37,75150.34,4,0,1,131766.67,1,2/1/2026,12/8/2017
15578045,Mitchell,538,Spain,Female,49,141434.04,1,0,0,173779.25,1,2/1/2026,9/7/2016
15793813,Onochie,774,France,Male,36,103688.19,1,0,1,118971.74,0,2/1/2026,5/25/2018
15718893,Pirozzi,404,Germany,Female,54,125456.07,1,1,0,83715.66,1,2/1/2026,2/13/2021
15688409,Donaldson,742,France,Female,28,191864.51,1,1,0,108457.99,1,2/1/2026,6/13/2023
15790355,Okechukwu,606,Germany,Male,36,190479.48,2,0,0,179351.89,0,2/1/2026,2/18/2020
15592645,Gibbons,704,Spain,Male,37,0,2,0,0,25684.93,0,2/1/2026,5/26/2021
15583499,Chiagoziem,510,France,Male,32,103324.78,1,1,1,46127.7,0,2/1/2026,10/2/2016
15799710,Wei,739,France,Male,37,104960.46,1,0,1,80883.82,0,2/1/2026,10/17/2018
15712403,McMillan,589,France,Female,61,0,1,1,0,61108.56,1,2/1/2026,4/22/2024
15723320,Azubuike,651,Germany,Female,25,109175.14,2,1,0,114566.47,0,2/1/2026,10/23/2023
15626710,Yudina,642,France,Female,39,0,1,1,1,76821.24,0,2/1/2026,10/29/2021
15656148,Obinna,376,Germany,Female,29,115046.74,4,1,0,119346.88,1,2/1/2026,9/9/2021
15792818,Perry,499,Germany,Female,29,148051.52,1,1,0,118623.94,0,2/1/2026,12/28/2019
15810978,Pugliesi,788,Spain,Female,70,0,2,1,1,41610.62,0,2/1/2026,11/1/2024
15780835,Liang,652,Germany,Female,26,131908.35,1,1,1,179269.79,0,2/1/2026,5/25/2024
15785819,Shao,681,France,Male,38,0,2,1,1,112491.96,0,2/1/2026,4/11/2022
15694456,Toscani,756,,Male,62,0,1,1,1,11199.04,1,2/1/2026,7/3/2022
15806049,Lee,714,Germany,Female,49,140510.89,1,1,0,141914.94,0,2/1/2026,7/12/2020
15574324,Genovese,568,Germany,Female,29,129177.01,2,0,1,104617.99,0,2/1/2026,4/26/2023
15654229,O'Neill,699,Spain,Male,47,0,2,0,1,30117.44,0,2/1/2026,12/12/2024
15618926,Nwachukwu,520,Spain,Male,43,0,2,1,1,,0,2/1/2026,2/16/2018
15738267,Macarthur,544,France,Female,64,124043.8,1,1,1,111402.97,1,2/1/2026,5/4/2022
15708710,Ford,525,Spain,Female,37,0,1,0,1,131521.72,0,2/1/2026,5/26/2025
15657342,Dawson,850,Germany,Male,28,147972.19,1,1,0,60708.72,1,2/1/2026,5/22/2021
15765014,Mai,547,France,Female,48,179380.74,2,0,1,69263.1,0,2/1/2026,2/29/2024
15731815,Nepean,529,Spain,Male,63,96134.11,3,1,0,108732.96,1,2/1/2026,6/6/2021
15711825,Ts'ai,655,Spain,Female,35,82231.51,2,1,0,88798.02,0,2/1/2026,2/8/2024
15576256,Yusupova,582,France,Male,39,0,2,1,1,129892.93,0,2/1/2026,10/26/2020
15752342,Bradley,704,Germany,Female,54,133656.91,3,1,0,145071.33,1,2/1/2026,11/13/2019
15705991,Kenenna,469,Germany,Male,38,113599.42,1,0,0,11950.29,0,2/1/2026,5/17/2016
15813022,Kapustina,531,Spain,Male,70,0,2,0,0,99503.19,0,2/1/2026,4/4/2024
15778025,Dellucci,685,Germany,Male,43,108589.47,2,0,1,194808.51,0,2/1/2026,12/5/2016
15661249,Bellucci,699,France,Male,53,0,2,0,1,111307.98,0,2/1/2026,4/11/2021
15788535,Tan,593,Spain,Male,44,0,1,1,0,128046.98,0,2/1/2026,7/18/2020
15578977,Robinson,786,France,Male,34,0,2,1,0,144517.19,0,2/1/2026,4/16/2016
15773456,Lazareva,678,Germany,Male,36,145747.67,2,0,1,89566.74,0,2/1/2026,8/11/2022
15647842,Cunningham,601,,Female,48,120782.7,1,1,0,63940.68,1,2/1/2026,3/11/2017
15768006,Wu,729,France,Male,34,152303.8,1,1,0,12128.69,0,2/1/2026,9/12/2022
15750684,Jibunoh,719,France,Female,42,0,1,1,0,28465.86,1,2/1/2026,1/6/2022
15783958,Bates,539,Spain,Female,37,130922.81,2,0,0,2186.83,0,2/1/2026,2/4/2024
15630551,Forbes,696,France,Male,33,163139.27,1,1,1,7035.36,0,2/1/2026,8/8/2023
15739357,Moss,756,Spain,Male,30,145127.85,1,0,0,7554.68,0,2/1/2026,10/1/2023
15637979,Fuller,664,Germany,Female,36,127160.78,2,1,0,78140.75,0,2/1/2026,5/8/2023
15578825,Golubev,734,France,Female,29,139994.66,1,1,0,17744.72,0,2/1/2026,11/17/2025
15623595,Clayton,586,Spain,Female,28,0,2,1,1,92067.35,0,2/1/2026,4/11/2023
15592765,Marks,637,France,Male,40,125470.81,1,1,1,174536.17,0,2/1/2026,5/23/2017
15641009,Wilhelm,544,France,Male,37,84496.71,1,0,0,79972.09,0,2/1/2026,7/9/2022
15612966,Milani,545,Germany,Female,60,128981.07,1,0,1,176924.21,1,2/1/2026,5/4/2018
15748718,Gordon,517,France,Male,28,115062.61,1,1,0,179056.23,0,2/1/2026,5/28/2023
15783615,Ramos,630,Germany,Male,50,129370.91,4,1,1,47775.34,1,2/1/2026,5/18/2022
15591386,Golubova,622,France,Female,35,0,2,1,0,51112.8,0,2/1/2026,8/3/2020
15630419,Davis,634,France,Male,44,149961.11,1,1,0,57121.51,0,2/1/2026,5/10/2016
15592387,Burke,566,France,Male,30,0,1,1,0,54926.51,1,2/1/2026,4/11/2020
15605461,Lucas,594,Germany,Female,29,130830.22,1,1,0,61048.53,0,2/1/2026,3/22/2022
15630053,Tsao,656,France,Male,45,127864.4,1,1,0,87107.57,0,2/1/2026,3/3/2020
15794171,Lombardo,475,France,Female,45,134264.04,1,1,0,27822.99,1,2/1/2026,4/12/2025
15707362,Yin,514,Germany,Male,43,95556.31,1,0,1,199273.98,1,2/1/2026,6/1/2024
15634950,Obiajulu,657,Germany,Male,57,107174.58,1,1,1,126369.55,1,2/1/2026,4/19/2017
15628145,Forwood,682,,Female,43,125851.93,1,1,1,193318.33,0,2/1/2026,3/9/2020
15670481,Woods,684,France,Female,27,122550.05,2,0,1,137835.82,0,2/1/2026,11/21/2016
15754068,Judd,578,France,Male,32,0,2,1,1,141822.8,0,2/1/2026,7/2/2021
15661629,Ricci,522,Spain,Male,34,126436.29,1,1,0,174248.52,1,2/1/2026,5/3/2016
15617705,Ozioma,609,France,Female,39,141675.23,1,0,1,175664.25,0,2/1/2026,4/4/2017
15636572,Christmas,760,France,Female,32,0,2,1,1,105969.05,0,2/1/2026,1/9/2019
15566156,Franklin,749,Germany,Female,44,71497.79,2,0,0,151083.8,0,2/1/2026,8/19/2025
15732832,Jideofor,707,France,Female,40,0,2,1,0,41052.82,0,2/1/2026,6/29/2020
15618581,Diribe,668,Spain,Male,25,0,2,1,1,135112.09,0,2/1/2026,6/26/2017
15805312,Bellucci,607,France,Male,45,123859.6,1,0,1,113051.57,0,2/1/2026,10/23/2018
15695846,Hawkins,684,France,Female,34,0,2,1,1,130928.22,0,2/1/2026,6/19/2019
15579166,Munro,619,France,Female,30,70729.17,1,1,1,160948.87,0,2/1/2026,12/16/2018
15694717,Ku,544,Germany,Male,37,79731.91,1,1,1,57558.95,0,2/1/2026,3/25/2023
15777076,Clark,651,France,Male,36,0,2,1,0,13898.31,0,2/1/2026,2/21/2018
15610355,Hunter,713,France,Male,44,63438.91,1,1,0,64375.4,0,2/1/2026,12/16/2024
15625698,Dumetochukwu,624,Spain,Female,23,0,2,0,1,196668.51,0,2/1/2026,1/12/2020
15750765,Sanders,650,Spain,Male,71,0,1,1,1,,0,2/1/2026,4/18/2025
15626147,Maclean,608,France,Female,62,144976.5,1,0,0,175836.03,1,2/1/2026,1/1/2018
15804017,Chigolum,631,Germany,Female,33,123246.7,1,0,0,112687.57,0,2/1/2026,1/20/2022
15813439,Ch'ien,587,France,Male,33,100116.82,1,1,0,34215.58,0,2/1/2026,11/20/2020
15659501,Chioke,753,France,Female,38,142263.45,1,0,1,33730.43,0,2/1/2026,4/30/2019
15791767,Lucciano,769,France,Female,26,0,2,1,0,176843.53,0,2/1/2026,12/24/2018
15588614,Walton,753,France,Male,57,0,1,1,0,159475.08,1,2/1/2026,8/24/2018
15737173,Andrews,497,Spain,Male,24,0,2,1,0,76390.01,0,2/1/2026,5/6/2022
15762216,Barrera,686,France,Female,41,129553.76,2,1,0,187599.8,0,2/1/2026,7/9/2021
15778320,Teng,848,Germany,Female,40,148495.64,1,0,0,158853.98,0,2/1/2026,8/23/2020
15664881,Norton,702,France,Male,34,100054.77,1,1,0,109496.45,0,2/1/2026,11/7/2021
15640825,Loyau,695,Spain,Male,46,122549.64,1,1,1,56297.85,0,2/1/2026,8/16/2022
15671032,He,760,Germany,Male,42,77992.97,2,1,1,97906.38,0,2/1/2026,6/18/2025
15576360,Ch'iu,600,France,Male,40,141136.79,1,1,1,67803.83,0,2/1/2026,1/7/2025
15611579,Sutherland,801,Spain,Male,42,141947.67,1,1,1,10598.29,0,2/1/2026,6/14/2021
15800517,Huang,633,Spain,Male,32,163340.12,2,1,1,74415.2,0,2/1/2026,7/25/2020
15581440,Christie,724,Germany,Female,48,110463.25,2,1,1,80552.11,1,2/1/2026,10/30/2019
15646302,Shao,705,France,Female,24,100169.51,1,1,0,121408.55,0,2/1/2026,6/11/2018
15668575,Hao,626,Spain,Female,26,148610.41,3,0,1,104502.02,1,2/1/2026,7/30/2017
15725166,Newton,707,France,Male,30,0,2,1,0,33159.37,0,2/1/2026,6/3/2017
15659366,Shih,807,,Male,43,105799.32,2,1,0,34888.04,1,2/1/2026,6/2/2024
15671097,Carter,428,France,Female,31,0,2,1,0,54487.43,0,2/1/2026,1/12/2024
15725698,Panicucci,520,Spain,Female,35,115680.81,1,1,1,90280.7,0,2/1/2026,10/23/2021
15611759,Simmons,850,Spain,Female,57,126776.3,2,1,1,132298.49,0,2/1/2026,7/12/2017
15617648,Mikkelsen,584,France,Female,44,95671.75,2,1,1,106564.88,0,2/1/2026,8/2/2020
15613880,Higinbotham,591,Spain,Male,58,128468.69,1,0,1,137254.55,0,2/1/2026,7/10/2020
15576714,Manna,687,Spain,Female,21,0,2,1,1,154767.34,0,2/1/2026,12/26/2017
15809616,Hsiung,626,Spain,Male,26,0,2,0,0,191420.71,0,2/1/2026,11/6/2017
15692750,McGregor,629,Germany,Female,45,129818.39,3,1,0,9217.55,1,2/1/2026,12/12/2018
15734634,Bocharova,607,Spain,Female,27,100912.19,1,0,0,7631.27,0,2/1/2026,1/19/2021
15605968,Fancher,574,France,Male,26,97460.1,1,1,1,43093.67,0,2/1/2026,3/27/2017
15666633,Huang,758,Spain,Male,56,0,2,1,1,10643.38,0,2/1/2026,11/8/2024
15677369,Golubov,554,Germany,Female,37,58629.97,1,0,0,182038.6,0,2/1/2026,11/4/2021
15726556,Macgroarty,594,Germany,Female,26,135067.52,2,0,0,131211.86,0,2/1/2026,5/23/2019
15642833,Akubundu,608,France,Female,30,0,2,1,0,128875.86,0,2/1/2026,4/26/2017
15751531,Shaw,598,Spain,Male,41,0,2,1,1,161954.43,0,2/1/2026,7/18/2017
15785865,Mazzanti,711,France,Male,58,91285.13,2,1,1,26767.85,0,2/1/2026,7/11/2016
15667265,Cavenagh,729,France,Male,39,121404.64,1,1,1,159618.17,0,2/1/2026,7/16/2021
15783659,Blackburn,659,France,Male,67,145981.87,1,1,1,131043.2,0,2/1/2026,12/3/2021
15709476,Kenyon,850,Spain,Female,41,99945.93,2,1,0,71179.31,0,2/1/2026,7/30/2022
15689168,Munro,531,Spain,Male,37,143407.29,2,0,1,84402.46,0,2/1/2026,6/28/2024
15770435,McLean,639,France,Female,50,115335.32,2,1,1,53130.41,0,2/1/2026,6/28/2019
15607993,Milne,625,France,Female,52,79468.96,1,1,1,84606.03,0,2/1/2026,11/22/2023
15799825,Bentley,583,France,Female,44,0,2,1,1,27431.62,0,2/1/2026,1/18/2018
15782236,Gibbs,735,Spain,Male,34,0,2,0,0,71095.41,0,2/1/2026,1/29/2021
15711218,Parry,616,Germany,Male,39,121704.32,2,1,0,55556.3,0,2/1/2026,7/2/2023
15703059,Scott,549,Germany,Female,49,124829.16,1,0,1,93551.36,0,2/1/2026,3/24/2019
15806964,Utz,702,France,Male,45,80793.58,1,1,1,27474.81,0,2/1/2026,9/21/2025
