CustomerId,Surname,CreditScore,Geography,Gender,Age,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,baseDate,accountOpeningDate
15618936,MacDonald,688,France,Female,51,0,1,1,0,91624.11,2/1/2026,6/25/2020
15804072,Chen,701,Spain,Female,42,0,2,0,0,24210.56,2/1/2026,1/5/2021
15613282,Vorobyova,757,France,Male,29,130306.49,1,1,0,77469.38,2/1/2026,4/5/2017
15750808,Ma,790,Spain,Male,46,131365.37,2,1,1,180290.68,2/1/2026,11/11/2023
15572265,Wu,646,Germany,Male,46,170826.55,2,1,0,45041.32,2/1/2026,1/25/2025
15686255,Mouzon,738,Germany,Male,35,101744.84,1,0,0,85185.44,2/1/2026,5/13/2019
15758685,Dubinina,706,Spain,Female,37,0,2,1,1,110899.3,2/1/2026,5/26/2018
15770174,Piazza,762,France,Male,29,141389.06,1,1,0,54122.89,2/1/2026,4/13/2019
15810418,T'ang,756,Germany,Female,60,115924.89,1,1,0,93524.19,2/1/2026,4/6/2022
15633922,Gray,755,France,Male,30,123217.66,2,0,1,144183.1,2/1/2026,3/26/2021
15604044,Mitchell,700,France,Male,38,134811.3,1,1,0,1299.75,2/1/2026,12/20/2017
15583748,McGuigan,592,Spain,Male,38,0,2,1,0,180426.2,2/1/2026,8/6/2017
15690134,Hughes,464,Germany,Female,42,85679.25,1,1,1,164104.74,2/1/2026,5/31/2022
15790299,Williamson,592,Spain,Male,37,0,3,1,1,10656.89,2/1/2026,11/7/2016
15725024,Pope,805,Germany,Female,33,105663.56,2,0,1,33330.89,2/1/2026,9/20/2022
15697307,Nnachetam,588,Spain,Male,34,0,2,1,0,79078.91,2/1/2026,7/5/2015
15779497,Ts'ai,603,France,Male,43,127823.93,1,1,1,19483.35,2/1/2026,10/14/2020
15712543,Chinweike,789,,Male,39,124828.46,2,1,1,124411.08,2/1/2026,2/18/2018
15738751,Beit,493,France,Female,46,0,2,1,0,1907.66,2/1/2026,5/9/2021
15685150,Evans,799,Germany,Male,28,167658.33,2,1,1,111138.25,2/1/2026,6/7/2018
15628936,Archer,692,Spain,Male,28,118945.09,1,0,0,16064.25,2/1/2026,12/7/2016
15795228,Stewart,756,France,Male,37,132623.6,1,1,1,58974,2/1/2026,8/24/2022
15779711,Gray,750,Spain,Female,38,97257.41,2,0,1,179883.04,2/1/2026,3/1/2018
15635435,White,648,France,Female,54,120633.42,1,0,0,5924.38,2/1/2026,12/26/2016
15584364,Trentini,652,France,Male,48,59486.31,1,1,0,163944.18,2/1/2026,5/18/2021
15634375,Duncan,710,Spain,Female,36,0,2,0,0,83206.19,2/1/2026,2/28/2017
15766908,Trevisani,488,Germany,Male,32,114540.38,1,1,0,92568.07,2/1/2026,3/5/2022
15811773,Hsia,543,France,Male,36,0,2,1,1,141210.5,2/1/2026,1/23/2022
15659428,Maggard,520,Spain,Female,42,0,2,1,1,34410.55,2/1/2026,2/3/2020
15727829,McIntyre,567,France,Male,42,0,2,1,1,167984.61,2/1/2026,7/14/2023
15584363,Longstaff,824,France,Male,30,133634.02,1,1,1,162053.92,2/1/2026,6/4/2025
15765812,Trevisani,587,Spain,Male,48,0,2,1,1,8908,2/1/2026,3/29/2024
15625426,Ashbolt,754,Germany,Female,55,161608.81,1,1,0,8080.85,2/1/2026,10/1/2022
15568106,L?,592,France,Female,38,119278.01,2,0,1,19370.73,2/1/2026,8/16/2017
15682268,Steere,676,Germany,Female,26,108348.66,1,0,0,60231.74,2/1/2026,10/21/2024
15652955,Price,678,Spain,Male,30,0,1,1,0,35113.08,2/1/2026,10/20/2025
15650258,Sinclair,479,France,Female,35,113090.4,1,1,0,195649.79,2/1/2026,10/3/2023
15775662,McKay,760,France,Male,43,121911.59,1,1,0,193312.33,2/1/2026,3/8/2017
15600710,Atkinson,620,France,Male,22,0,1,1,0,32589.45,2/1/2026,8/27/2025
15662434,Zhdanova,607,France,Male,25,0,2,0,0,187048.72,2/1/2026,10/7/2022
15663441,Golibe,700,Germany,Female,40,148571.07,1,1,0,189826.96,2/1/2026,12/25/2021
15580684,Feng,706,France,Female,29,112564.62,1,1,0,42334.38,2/1/2026,9/24/2020
15765694,Bage,584,Spain,Female,59,0,1,0,1,130260.11,2/1/2026,5/6/2024
15808621,Mordvinova,659,Germany,Male,36,76190.48,2,1,1,149066.14,2/1/2026,9/5/2023
15686611,Moss,495,France,Male,30,129755.99,1,0,0,172749.65,2/1/2026,10/30/2015
15677173,Law,555,France,Male,37,124969.13,1,1,0,60194.05,2/1/2026,3/19/2016
15631813,Beneventi,621,France,Male,39,0,2,1,1,58883.91,2/1/2026,12/9/2019
15643966,Goforth,616,Germany,Male,45,143129.41,2,0,1,64327.26,2/1/2026,7/6/2022
15615012,Fan,594,France,Male,23,156267.59,1,1,0,160968.44,2/1/2026,7/12/2020
15595728,Thomas,523,Germany,Male,41,119276.31,1,0,0,122284.38,2/1/2026,3/23/2025
15731522,Ts'ui,771,Spain,Female,67,0,2,1,1,51219.8,2/1/2026,7/5/2017
15699598,Smith,723,France,Female,20,0,2,1,1,140385.33,2/1/2026,6/1/2021
15663885,Blinova,741,France,Male,32,0,1,1,1,64839.23,2/1/2026,10/15/2020
15565779,Kent,627,Germany,Female,30,57809.32,1,1,0,188258.49,2/1/2026,4/24/2019
15684267,Davila,607,Germany,Male,39,84468.67,2,1,1,121945.42,2/1/2026,10/7/2023
15619529,Ndukaku,531,Spain,Male,27,132576.25,1,0,0,7222.92,2/1/2026,5/4/2017
15573318,Kung,610,France,Male,26,0,2,1,0,166031.08,2/1/2026,8/27/2017
15775891,Myers,634,Germany,Male,48,107247.69,1,1,1,103712.05,2/1/2026,6/6/2023
15641136,Davison,629,France,Male,32,0,2,0,1,77965.44,2/1/2026,9/15/2023
15805260,Wood,705,Germany,Female,56,143249.67,1,1,0,88428.41,2/1/2026,3/19/2023
15726032,Enyinnaya,608,France,Male,33,89968.69,1,1,0,68777.26,2/1/2026,1/13/2017
15707120,Cocci,850,France,Male,46,117640.39,1,1,0,88920.68,2/1/2026,2/7/2016
15651554,Anenechukwu,618,Germany,Female,54,118449.21,1,1,1,133573.29,2/1/2026,4/8/2021
15770525,T'an,760,Spain,Male,28,141038.57,2,0,0,16287.38,2/1/2026,10/18/2024
15798666,Hughes,814,France,Female,36,0,2,1,1,98657.01,2/1/2026,6/15/2019
15764170,Pinto,647,Germany,Male,44,93960.35,1,1,0,36579.53,2/1/2026,9/2/2021
15650098,Baranova,630,France,Female,40,0,2,1,1,34453.17,2/1/2026,2/15/2018
15749167,Fisk,753,France,Male,35,0,2,1,1,184843.77,2/1/2026,5/20/2022
15631159,H?,705,Germany,Male,41,72252.64,2,1,1,142514.66,2/1/2026,8/28/2021
15769829,Cheng,534,,Male,51,0,2,0,1,20856.31,2/1/2026,3/1/2022
15712287,Pokrovskii,652,France,Female,80,0,2,1,1,188603.07,2/1/2026,7/26/2021
15802501,Onyeorulu,724,Germany,Male,33,103564.83,2,1,0,121085.72,2/1/2026,5/22/2020
15641480,Sinnett,571,France,Male,32,131354.25,1,1,0,125256.53,2/1/2026,3/10/2020
15734311,Hamilton,661,France,Female,27,0,2,1,1,76889.79,2/1/2026,10/29/2022
15720187,Han,479,Germany,Female,30,143964.36,2,1,0,41879.99,2/1/2026,3/14/2018
15757916,Amaechi,600,France,Female,38,0,2,1,1,58855.85,2/1/2026,6/15/2016
15794122,Otutodilinna,713,France,Female,59,0,2,1,1,62700.08,2/1/2026,2/8/2022
15668347,Ingram,624,France,Male,36,0,2,0,0,84635.64,2/1/2026,5/12/2019
15746410,Thompson,432,Spain,Male,38,0,2,1,0,150580.88,2/1/2026,12/29/2018
15752838,Lucas,723,Spain,Male,38,0,2,1,1,94415.6,2/1/2026,2/22/2019
15726676,Marshall,616,Spain,Male,30,0,2,0,1,196108.51,2/1/2026,7/3/2020
15713578,Farrell,483,France,Female,50,0,2,1,1,111020.24,2/1/2026,6/30/2016
15649124,Fang,850,France,Male,30,121535.18,1,0,0,40313.47,2/1/2026,6/30/2016
15567399,Enderby,633,Germany,Male,43,144164.29,1,1,1,158646.46,2/1/2026,12/28/2022
15591766,Crawford,607,Spain,Female,25,121166.89,1,0,1,115288.24,2/1/2026,10/7/2021
15813034,Martin,727,Spain,Male,38,62276.99,1,1,1,59280.79,2/1/2026,1/18/2024
15750243,Genovese,830,Spain,Male,40,0,2,0,1,81622.52,2/1/2026,5/26/2021
15666823,Nebechi,425,France,Male,39,0,2,1,0,197226.32,2/1/2026,8/26/2021
15710450,Okwudiliolisa,848,Spain,Male,22,120811.89,1,1,1,185510.34,2/1/2026,4/16/2018
15578809,Hao,651,Germany,Male,40,134760.21,2,0,0,174434.06,2/1/2026,4/13/2024
15589257,Grant,670,France,Female,35,103465.02,2,1,1,174627.06,2/1/2026,7/18/2022
15814004,Fyodorova,589,France,Male,29,0,2,0,1,98320.27,2/1/2026,5/21/2023
15758171,Tien,582,France,Male,20,0,1,1,1,55763.66,2/1/2026,8/31/2021
15713144,Ingrassia,588,Spain,Male,46,0,1,1,0,61931.21,2/1/2026,12/26/2017
15653762,Chidiebele,501,France,Female,39,117301.66,1,0,0,182025.95,2/1/2026,6/5/2016
15635459,Shih,667,Germany,Female,27,106116.5,2,1,0,,2/1/2026,8/7/2022
15719856,Lamb,646,France,Female,45,47134.75,1,1,1,57236.44,2/1/2026,5/7/2022
15649418,Krylov,776,France,Female,29,178171.04,2,1,1,115818.51,2/1/2026,8/5/2018
15801466,Gray,574,France,Female,39,122524.61,2,1,0,88463.63,2/1/2026,6/24/2023
15715297,Yuan,779,Germany,Female,40,75470.23,1,1,1,52894.01,2/1/2026,5/11/2023
15673693,Reppert,682,,Female,26,110654.02,1,0,1,111879.21,2/1/2026,11/13/2025
15805254,Ndukaku,652,Spain,Female,75,0,2,1,1,114675.75,2/1/2026,7/1/2015
15732660,Black,769,France,Female,27,0,1,1,1,57876.05,2/1/2026,6/26/2023
15722765,Owen,580,Spain,Female,57,136820.99,1,0,1,108528.74,2/1/2026,4/18/2025
15658532,Nnamutaezinwa,520,Spain,Female,63,162278.32,1,1,1,34765.33,2/1/2026,3/9/2020
15605037,Ting,818,France,Female,49,0,1,0,1,192298.84,2/1/2026,2/16/2023
15664639,McGregor,645,France,Male,19,128514.84,1,0,0,175969.19,2/1/2026,2/1/2017
15772632,Ts'ui,680,France,Female,34,0,2,1,0,167035.07,2/1/2026,6/2/2024
15754849,Tyler,776,Germany,Female,32,109421.13,2,1,1,126517.46,2/1/2026,2/23/2021
15748947,Chukwuraenye,657,France,Female,41,95858.37,1,1,1,68255.88,2/1/2026,5/14/2020
15711309,Sumrall,574,Germany,Male,33,129834.67,1,1,0,193131.42,2/1/2026,9/3/2022
15716449,Fraser,527,Spain,Male,33,132168.28,1,0,0,98734.15,2/1/2026,9/5/2016
15804516,Builder,589,France,Male,38,0,1,1,0,79915.28,2/1/2026,9/21/2023
15571305,Stephenson,588,Germany,Female,35,103060.63,1,1,0,,2/1/2026,3/28/2024
15667554,Cameron,605,France,Male,35,0,2,1,1,45206.57,2/1/2026,6/28/2019
15664521,David,659,Spain,Male,31,149620.88,2,1,1,104533.51,2/1/2026,5/10/2018
15732270,Hung,727,Spain,Male,71,0,1,1,1,198446.91,2/1/2026,8/30/2017
15769974,Shih,679,Spain,Female,35,119182.73,1,0,0,121210.09,2/1/2026,8/4/2017
15769005,Hayward,709,France,Male,49,154344.49,2,1,1,38794.57,2/1/2026,3/3/2021
15641043,Scott,648,Spain,Male,35,0,2,1,1,78436.36,2/1/2026,3/10/2018
15748797,Dale,636,Spain,Female,33,0,1,1,0,92277.47,2/1/2026,9/8/2025
15621687,Mackay,813,France,Male,34,0,2,1,0,43169.15,2/1/2026,11/24/2025
15690925,McIntosh,527,Spain,Female,29,27755.97,1,1,0,97468.44,2/1/2026,5/15/2023
15814032,Hsieh,807,Germany,Female,31,93460.47,2,0,0,,2/1/2026,8/14/2024
15720893,Gilbert,637,Spain,Female,34,0,2,0,0,26057.08,2/1/2026,11/18/2016
15778934,Napolitani,678,Spain,Female,49,0,2,0,1,98090.69,2/1/2026,10/2/2017
15569451,Miller,463,France,Male,35,101257.16,1,1,1,118113.64,2/1/2026,7/3/2023
15748116,Zetticci,681,France,Female,29,148143.84,1,1,1,52021.39,2/1/2026,4/9/2023
15594594,Loggia,546,Spain,Male,42,139070.51,1,1,1,86945,2/1/2026,5/16/2018
15696231,Chiwetelu,635,France,Male,29,105405.97,1,1,1,149853.89,2/1/2026,12/14/2018
15665077,Vogel,598,France,Female,43,0,3,1,1,100722.72,2/1/2026,1/14/2021
15770101,Millar,766,Germany,Male,43,112088.04,2,1,1,36706.56,2/1/2026,7/30/2019
15654673,Onyinyechukwuka,625,France,Male,49,173434.9,1,1,0,165580.93,2/1/2026,6/10/2019
15659105,Borchgrevink,669,France,Female,47,61196.54,1,1,0,58170.24,2/1/2026,1/24/2017
15747542,Perez,605,France,Male,52,0,2,1,1,173952.5,2/1/2026,8/6/2018
15716284,Ward,543,France,Male,43,0,2,1,1,78858.07,2/1/2026,10/17/2016
15626787,Wei,698,Spain,Female,31,185078.26,1,0,0,115337.74,2/1/2026,2/15/2017
15656176,Jenkins,501,France,Male,57,0,2,1,1,47847.19,2/1/2026,9/11/2015
15623471,Marcelo,607,Germany,Male,38,98205.77,1,1,0,176318.27,2/1/2026,2/27/2022
15610426,Tien,764,France,Female,39,81042.42,1,0,1,109805.17,2/1/2026,8/24/2020
15567446,Coffman,646,Germany,Male,39,111574.41,1,1,1,30838.51,2/1/2026,7/14/2016
15635939,Fenton,458,France,Female,39,0,2,1,0,116343.09,2/1/2026,2/9/2016
15629078,Matthias,850,Germany,Female,45,127258.79,1,1,1,192744.23,2/1/2026,1/2/2021
15569807,Ejimofor,673,France,Female,34,42157.08,1,1,0,20598.59,2/1/2026,5/19/2017
15726589,Matveyev,540,Germany,Male,39,82531.11,1,1,0,114092.52,2/1/2026,11/23/2024
15603846,Fang,711,Spain,Male,37,0,2,1,0,83978.86,2/1/2026,1/10/2024
15725141,Whiddon,716,France,Female,44,109528.28,1,1,0,27341.63,2/1/2026,2/18/2022
15789548,Giordano,592,France,Female,37,0,2,1,1,126726.33,2/1/2026,5/29/2018
15654851,Obialo,748,France,Male,44,92911.52,1,0,1,85495.24,2/1/2026,12/29/2023
15772933,Mai,591,Spain,Male,31,0,1,1,1,141677.33,2/1/2026,3/13/2017
15619343,Mahmood,561,France,Male,56,152759,2,1,0,133167.11,2/1/2026,12/1/2018
15725835,West,785,Germany,Female,32,124493.03,2,0,1,52583.79,2/1/2026,2/11/2022
15628298,Johnstone,500,Spain,Female,47,128486.11,1,1,0,179227.12,2/1/2026,6/25/2017
15626983,Ledford,605,Spain,Female,48,0,2,1,1,40062.99,2/1/2026,12/4/2019
15703119,Liang,652,France,Male,38,0,2,1,1,145700.22,2/1/2026,6/5/2019
15654463,Moore,841,France,Male,34,0,2,1,0,141582.66,2/1/2026,2/9/2021
15715541,Yang,850,France,Female,42,113311.11,1,1,1,198193.75,2/1/2026,3/11/2016
15633650,Woods,677,Germany,Female,41,146720.98,2,1,1,4195.84,2/1/2026,8/22/2017
15725311,Hay,726,France,Female,31,114722.05,2,1,1,98178.57,2/1/2026,7/4/2016
15761141,Palerma,604,Spain,Female,71,0,2,1,1,129984.2,2/1/2026,12/1/2015
15713479,Ozuluonye,656,France,Male,35,0,2,1,0,1485.27,2/1/2026,8/2/2019
15592736,Lucchese,551,Germany,Male,54,102994.04,1,1,0,176680.16,2/1/2026,7/3/2020
15697214,Korovin,686,Spain,Female,36,0,2,1,1,152979.14,2/1/2026,12/20/2020
15636673,Onwuatuegwu,667,France,Male,31,119266.69,1,1,1,28257.63,2/1/2026,10/26/2024
15680303,Gibson,594,France,Male,57,0,1,1,0,19376.56,2/1/2026,7/1/2019
15568595,Fleming,544,France,Male,64,113829.45,1,1,1,124341.49,2/1/2026,4/27/2016
15684951,He,542,France,Female,59,68892.77,2,1,0,7905.06,2/1/2026,1/4/2024
15713854,Cremonesi,513,France,Female,37,0,2,1,0,110142.34,2/1/2026,1/8/2020
15639882,She,528,France,Male,30,128262.72,2,1,0,50771.16,2/1/2026,9/18/2023
15687130,Nkemjika,686,France,Female,43,0,1,1,1,170072.9,2/1/2026,2/27/2025
15616451,Genovese,697,France,Female,47,128252.66,1,1,1,168053.4,2/1/2026,4/3/2019
15569209,Amaechi,464,Spain,Female,34,76001.57,1,1,1,158668.87,2/1/2026,2/16/2020
15738672,Paterson,737,Germany,Female,40,162485.8,2,1,0,149381.32,2/1/2026,1/27/2024
15567367,Tao,601,Germany,Female,42,133636.16,1,0,1,103315.74,2/1/2026,10/3/2016
15670823,Hsueh,651,Germany,Female,42,116646.76,1,1,0,44731.8,2/1/2026,10/20/2024
15574886,Palerma,706,France,Male,32,94486.47,1,1,1,146949.74,2/1/2026,6/20/2019
15582616,Y?an,520,France,Female,38,0,2,1,0,56388.63,2/1/2026,7/18/2021
15574004,Mancini,429,France,Female,27,117307.44,2,1,1,24020.49,2/1/2026,11/12/2019
15772896,Dumetochukwu,763,Germany,Male,42,100160.75,1,1,0,33462.94,2/1/2026,6/13/2019
15673055,Sung,494,Spain,Male,38,0,2,1,1,6203.66,2/1/2026,2/19/2018
15576683,Yin,568,Spain,Female,43,0,1,1,0,125870.79,2/1/2026,8/12/2016
15682528,Cremonesi,572,France,Male,33,0,1,0,1,41139.05,2/1/2026,11/6/2020
15703264,Chukwufumnanya,735,France,Male,44,120681.63,1,1,0,74836.34,2/1/2026,5/3/2016
15715941,Lueck,692,France,Male,54,0,2,1,1,88721.84,2/1/2026,5/14/2020
15623521,Sozonov,838,Spain,Male,43,123105.88,2,1,0,145765.83,2/1/2026,10/31/2016
15775880,McElyea,554,France,Female,30,0,2,1,1,40320.3,2/1/2026,11/17/2016
15771942,Tikhonov,528,Germany,Female,46,135555.66,1,1,0,133146.03,2/1/2026,9/12/2016
15734491,Lombardo,676,Spain,Female,36,0,2,1,1,3173.31,2/1/2026,11/12/2021
15639322,Grave,633,Spain,Male,33,137847.41,2,1,0,98349.13,2/1/2026,8/21/2021
15717898,Bruce,542,Spain,Male,32,131945.94,1,0,1,159737.56,2/1/2026,8/9/2023
15667458,L?,764,Germany,Male,28,124023.18,1,1,0,166188.28,2/1/2026,7/2/2015
15704770,Pan,773,France,Male,25,124532.78,2,0,1,11723.57,2/1/2026,3/29/2024
15641675,Kirillova,611,France,Female,49,88915.37,3,0,0,161435.02,2/1/2026,5/2/2023
15751788,Johnson,850,Spain,Male,28,97408.03,1,1,1,175853.64,2/1/2026,6/28/2016
15755262,McDonald,608,Spain,Female,41,89763.84,1,0,0,199304.74,2/1/2026,3/10/2022
15623196,Morley,686,France,Male,38,149238.97,1,1,1,97825.23,2/1/2026,12/19/2019
15571816,Ritchie,850,Spain,Female,70,0,1,1,1,705.18,2/1/2026,3/13/2020
15773809,Campbell,620,France,Male,42,0,2,1,0,6232.31,2/1/2026,6/28/2021
15800845,Artemieva,732,Spain,Female,33,111379.55,1,1,1,45098.62,2/1/2026,7/29/2017
15684181,Hackett,643,France,Male,45,0,1,1,0,142513.5,2/1/2026,8/2/2020
15712825,Howells,511,Spain,Female,29,0,2,0,1,140676.98,2/1/2026,7/15/2016
15700353,Evans,662,France,Female,37,0,2,1,0,51229.17,2/1/2026,8/20/2019
15718247,Hayden,606,Spain,Female,46,0,2,1,1,183717.94,2/1/2026,6/28/2017
15622834,Stevenson,678,France,Female,35,0,1,1,0,125518.32,2/1/2026,8/3/2021
15810786,O'Toole,620,France,Female,67,0,2,1,1,,2/1/2026,4/20/2022
15598086,Brown,624,France,Female,45,68639.57,1,1,0,168002.31,2/1/2026,5/23/2022
15811490,French,627,France,Male,33,0,2,1,1,103737.82,2/1/2026,10/30/2020
15601008,Stevenson,802,France,Male,33,0,2,1,0,143706.18,2/1/2026,6/25/2017
15626114,Pearson,429,France,Male,24,95741.75,1,1,0,46170.75,2/1/2026,6/16/2021
15701301,Murphy,646,France,Female,42,175159.9,2,0,0,67124.48,2/1/2026,12/30/2022
15694409,Tsao,647,Germany,Female,22,97975.82,2,0,1,62083,2/1/2026,1/2/2023
15763747,Ricci,732,France,Male,36,0,2,1,1,60830.24,2/1/2026,6/7/2018
15691723,Chukwudi,631,Spain,Male,55,99685.06,1,1,0,,2/1/2026,9/18/2016
15631054,Volkova,625,France,Female,24,0,2,1,1,180969.55,2/1/2026,8/17/2024
15734886,Mazzi,686,France,Female,34,123971.51,2,1,0,147794.63,2/1/2026,4/14/2022
15650288,Summers,634,Germany,Male,35,116269.01,1,1,0,129964.94,2/1/2026,11/26/2019
15764237,Manfrin,663,Spain,Male,33,0,2,0,0,91514.62,2/1/2026,8/14/2016
15700854,Cunningham,595,Spain,Male,35,0,1,1,0,100015.79,2/1/2026,9/25/2017
15612627,Ozuluonye,627,Germany,Male,29,139541.58,2,1,0,80607.33,2/1/2026,6/23/2020
15575883,Manna,559,France,Male,34,137390.11,2,1,0,9677,2/1/2026,11/29/2023
15585888,Nwokezuike,553,Spain,Female,48,0,1,0,1,30730.95,2/1/2026,7/24/2022
15719958,Degtyarev,850,Germany,Male,39,124548.99,2,1,1,120380.12,2/1/2026,3/2/2022
15576368,Bledsoe,624,Germany,Female,48,122388.38,2,0,0,30020.09,2/1/2026,5/25/2022
15605263,Chin,552,France,Male,33,140931.57,1,0,1,10921.5,2/1/2026,7/31/2020
15761043,Macleod,632,Germany,Female,38,86569.76,2,1,0,98090.91,2/1/2026,4/8/2019
15735719,Babbage,790,France,Female,40,0,2,1,1,70607.1,2/1/2026,8/13/2016
15711540,Pacheco,712,,Female,29,0,1,1,1,144375,2/1/2026,7/28/2023
15708505,Palerma,641,Germany,Female,37,62974.64,2,0,1,39016.43,2/1/2026,1/22/2019
15723873,Ponomarev,657,Spain,Male,31,125167.02,1,0,0,98820.39,2/1/2026,10/6/2022
15591047,Ma,519,Spain,Female,47,157296.02,2,0,0,147278.43,2/1/2026,3/8/2019
15617603,Mackay,850,Germany,Male,30,123210.56,2,1,1,102180.27,2/1/2026,4/9/2020
15814275,Zikoranachidimma,685,France,Male,33,174912.72,1,1,1,,2/1/2026,12/5/2019
15762418,Gant,750,Spain,Male,22,121681.82,1,1,0,128643.35,2/1/2026,1/5/2023
15785485,Zhou,595,Germany,Female,41,138878.81,1,0,1,112269.67,2/1/2026,10/8/2023
15633612,Yuryeva,696,France,Male,28,172646.82,1,1,1,116471.43,2/1/2026,4/19/2021
15737605,Morris,531,Spain,Female,45,126495.57,2,1,1,164741.5,2/1/2026,7/13/2024
15677921,Bobrov,720,Germany,Male,60,115920.62,2,0,0,157552.08,2/1/2026,10/21/2016
15804919,Dunbabin,670,Spain,Female,65,0,1,1,1,177655.68,2/1/2026,3/4/2024
15592979,Rose,671,,Female,34,37266.67,2,0,0,156917.12,2/1/2026,3/21/2019
15749004,Tsao,718,France,Female,31,118100.59,2,1,0,103165.15,2/1/2026,9/19/2025
15715465,Aksenova,714,Germany,Male,28,77776.39,1,1,0,177737.07,2/1/2026,7/11/2018
15721658,Fleming,672,Spain,Female,56,209767.31,2,1,1,150694.42,2/1/2026,5/22/2023
15672516,Wall,541,Germany,Male,51,90373.28,2,1,0,179861.79,2/1/2026,10/16/2018
15684484,White,543,France,Male,22,0,2,0,0,127587.22,2/1/2026,4/15/2017
15792649,Patterson,547,Spain,Female,31,0,2,0,0,99294.22,2/1/2026,4/2/2016
15754796,Byrne,487,Germany,Female,46,135070.58,2,1,1,44244.49,2/1/2026,6/15/2021
15612525,Preston,499,France,Female,57,0,1,0,0,131372.38,2/1/2026,5/4/2024
15720662,Sholes,787,France,Female,35,106266.8,1,1,1,16607.15,2/1/2026,6/18/2024
15768387,Nott,581,France,Male,41,0,2,0,0,29737.14,2/1/2026,9/18/2017
15811236,Burns,705,Spain,Male,39,133261.13,1,1,1,78065.9,2/1/2026,5/20/2019
15763274,Wu,661,France,Male,48,120320.54,1,0,0,96463.25,2/1/2026,5/26/2022
15792360,Clark,668,France,Male,32,0,2,1,1,777.37,2/1/2026,2/28/2018
15668818,Chidubem,592,Spain,Female,40,200322.45,1,1,1,113244.73,2/1/2026,4/10/2023
15724944,Tien,663,France,Male,34,0,2,1,1,180427.24,2/1/2026,5/1/2018
15744105,Kodilinyechukwu,768,France,Female,28,109118.05,2,0,1,50911.41,2/1/2026,8/31/2022
15641183,Chin,731,Spain,Male,25,96950.21,1,1,0,97877.92,2/1/2026,1/4/2018
15641994,Meng,667,Germany,Male,43,103018.45,1,1,0,32462.39,2/1/2026,6/8/2024
15705860,McKenzie,631,Germany,Male,40,107949.45,1,1,0,,2/1/2026,12/29/2022
